GeneA,GeneB,Direction,Sign
YJL164C,YLR216C,1,0
YIL035C,YBL024W,1,0
YPL153C,YOR098C,1,0
YNL154C,YBL105C,1,0
YPL141C,YFL062W,1,0
YJL095W,YNL272C,1,0
YPL256C,YOR373W,1,0
YJL106W,YNL073W,1,0
YPL031C,YOL053W,1,0
YPL031C,YLL008W,1,0
YHL007C,YNL118C,1,0
YJL106W,YDR259C,1,0
YPR120C,YKL108W,1,0
YJL164C,YNR013C,1,0
YFR014C,YNL245C,1,0
YKL166C,YOR134W,1,0
YJR059W,YER153C,1,0
YPL031C,YER119C,1,0
YBL016W,YHL019C,1,0
YHR082C,YDL173W,1,0
YNL307C,YMR036C,1,0
YNL154C,YML080W,1,0
YBR160W,YHR200W,1,0
YGR092W,YDR299W,1,0
YPL031C,YPR147C,1,0
YPL031C,YML119W,1,0
YPL209C,YIL144W,1,0
YJL164C,YER125W,1,0
YGL180W,YPL146C,1,0
YNL154C,YBL007C,1,0
YPL141C,YJL115W,1,0
YGL158W,YBL031W,1,0
YKL101W,YPR137CA,1,0
YHR135C,YDL099W,1,0
YPL153C,YDL225W,1,0
YOR061W,YGR113W,1,0
YGL158W,YGR210C,1,0
YNL298W,YDL149W,1,0
YHR135C,YER024W,1,0
YBR160W,YNL309W,1,0
YJL164C,YMR304W,1,0
YIL035C,YOR361C,1,0
YJR059W,YKL184W,1,0
YJL164C,YPR160W,1,0
YJL106W,YBL007C,1,0
YGR092W,YDL153C,1,0
YBR160W,YDL153C,1,0
YPL031C,YOL070C,1,0
YKL171W,YDL215C,1,0
YGL180W,YLR350W,1,0
YHR135C,YPR083W,1,0
YPL031C,YDR256C,1,0
YPL031C,YGL185C,1,0
YHR135C,YOL123W,1,0
YCR091W,YPR160W,1,0
YDR247W,YIL033C,1,0
YIL035C,YNL189W,1,0
YGR040W,YER148W,1,0
YGR040W,YHR001W,1,0
YOL100W,YPL004C,1,0
YNL154C,YDR153C,1,0
YHR135C,YBL024W,1,0
YDL101C,YGR038CA,1,0
YHL007C,YBR273C,1,0
YGR040W,YDL128W,1,0
YBR160W,YBR200W,1,0
YJL187C,YKR071C,1,0
YPL026C,YGR199W,1,0
YNL307C,YML045WA,1,0
YHL007C,YMR165C,1,0
YLR248W,YBR108W,1,0
YHR082C,YDR330W,1,0
YGL180W,YPL257WA,1,0
YHR135C,YGL207W,1,0
YHR135C,YBL047C,1,0
YPL031C,YOL021C,1,0
YHR079C,YDR259C,1,0
YIL095W,YDL153C,1,0
YHR135C,YHR073W,1,0
YPL026C,YAL028W,1,0
YJR059W,YOL082W,1,0
YJL164C,YGR249W,1,0
YHR135C,YDR328C,1,0
YNL020C,YKL033W,1,0
YJR059W,YJL051W,1,0
YNL298W,YCR002C,1,0
YDR477W,YDR422C,1,0
YDR490C,YPL203W,0,0
YKL116C,YGL210W,1,0
YFR014C,YGL205W,1,0
YGL180W,YGL208W,1,0
YNL307C,YJR043C,1,0
YDL028C,YGL086W,1,0
YHR082C,YBL061C,1,0
YOR267C,YBR086C,1,0
YBR160W,YDL220C,1,0
YPL031C,YGR167W,1,0
YPL141C,YDR152W,1,0
YNL154C,YLL043W,1,0
YDR477W,YNR013C,1,0
YPL031C,YHL027W,1,0
YNL154C,YFR029W,1,0
YBL016W,YLR394W,1,0
YBR160W,YNL186W,1,0
YPL031C,YMR048W,1,0
YGL019W,YGR082W,1,0
YBR160W,YEL065W,1,0
YJL164C,YDR439W,1,0
YDL108W,YOR174W,1,0
YJL164C,YPL056C,1,0
YBR160W,YDL017W,1,0
YPL031C,YHL024W,1,0
YDL101C,YKR097W,1,0
YJL106W,YPL254W,1,0
YDL101C,YDR171W,1,0
YJL187C,YNL272C,1,0
YBR059C,YGL172W,1,0
YGR040W,YDL159W,1,0
YFR014C,YPL146C,1,0
YNL154C,YNL186W,1,0
YJL165C,YPR119W,1,0
YBR160W,YLR006C,1,0
YDL108W,YER064C,1,0
YIL035C,YER122C,1,0
YJL187C,YFR021W,1,0
YBR059C,YDR229W,1,0
YGL180W,YPR143W,1,0
YAL017W,YNR047W,1,0
YHR135C,YKR094C,1,0
YPL150W,YHL021C,1,0
YJL106W,YPR067W,1,0
YJR059W,YNL186W,1,0
YJL187C,YGL207W,1,0
YJL095W,YMR155W,1,0
YPL031C,YGR180C,1,0
YIL035C,YKL089W,1,0
YDR247W,YMR140W,1,0
YGL059W,YJL070C,1,0
YER123W,YMR153W,1,0
YHR082C,YBR273C,1,0
YGL158W,YKR048C,1,0
YGL059W,YFL050C,1,0
YCR008W,YKL073W,1,0
YJL187C,YPL181W,1,0
YGL059W,YOR134W,1,0
YAR019C,YAR019C,1,0
YPL031C,YKR090W,1,0
YDL017W,YBL023C,1,0
YBR160W,YEL032W,1,0
YPL204W,YGR167W,1,0
YPL141C,YDL002C,1,0
YNL154C,YFL023W,1,0
YKL166C,YIL033C,1,0
YBR160W,YBR138C,1,0
YFR014C,YLR274W,1,0
YNL307C,YDR379W,1,0
YDL017W,YGL201C,1,0
YJL165C,YOL122C,1,0
YBL016W,YER098W,1,0
YHR082C,YML083C,1,0
YFR014C,YNL027W,1,0
YBR160W,YBL024W,1,0
YGR040W,YDR034CC,1,0
YPL031C,YPL139C,1,0
YNL154C,YNL116W,1,0
YHR082C,YDL033C,1,0
YHL007C,YDR023W,1,0
YHR135C,YLR030W,1,0
YMR216C,YKR009C,1,0
YPL031C,YJL070C,1,0
YPL031C,YGR028W,1,0
YPL031C,YPL266W,1,0
YGL059W,YJL164C,1,0
YKL048C,YGL035C,1,0
YHL007C,YDR251W,1,0
YJL165C,YOR210W,1,0
YOR267C,YPR160W,1,0
YJL164C,YLR192C,1,0
YJL164C,YFL001W,1,0
YKL166C,YIL172C,1,0
YPL209C,YLR192C,1,0
YJL164C,YGL205W,1,0
YIL095W,YMR053C,1,0
YHR135C,YDR196C,1,0
YBR160W,YPL269W,1,0
YGL180W,YLL043W,1,0
YJR059W,YLR259C,1,0
YGL158W,YLL057C,1,0
YMR139W,YMR165C,1,0
YFR014C,YLR451W,1,0
YJL164C,YNL189W,1,0
YCR091W,YGR276C,1,0
YJL187C,YGL105W,1,0
YJR059W,YOR028C,1,0
YBR160W,YLR035CA,1,0
YKL048C,YHR005C,1,0
YJL187C,YAR014C,1,0
YGL180W,YNL173C,1,0
YPL031C,YPR019W,1,0
YJR059W,YGL205W,1,0
YIL095W,YNR006W,1,0
YDL214C,YHL018W,1,0
YNL154C,YBR055C,1,0
YBL016W,YKL064W,1,0
YFL029C,YPR161C,1,0
YBR160W,YDR379W,1,0
YDR477W,YIL044C,1,0
YGL059W,YKL181W,1,0
YGL180W,YIL077C,1,0
YOL113W,YOL062C,1,0
YJL164C,YDR172W,1,0
YPL031C,YHL040C,1,0
YBR160W,YJR033C,1,0
YNL154C,YDR034CC,1,0
YGL158W,YNL212W,1,0
YBR160W,YJR059W,1,0
YGL179C,YGL035C,1,0
YGR040W,YGL061C,1,0
YOR267C,YDR023W,1,0
YHR135C,YJL148W,1,0
YGR040W,YNL272C,1,0
YBL016W,YPL146C,1,0
YJL095W,YDL019C,1,0
YNL154C,YBR042C,1,0
YGR040W,YFL011W,1,0
YOL113W,YDL153C,1,0
YNL154C,YOR208W,1,0
YJL164C,YLR319C,1,0
YPL031C,YDL203C,1,0
YBR059C,YGR240C,1,0
YJL095W,YGL245W,1,0
YLR096W,YNL186W,1,0
YPL141C,YJR141W,1,0
YGR092W,YFR033C,1,0
YOL001W,YFR034C,1,0
YGL180W,YGL180W,1,0
YPL204W,YJR125C,1,0
YNL154C,YNL010W,1,0
YJL164C,YKL181W,1,0
YBR160W,YER008C,1,0
YGR092W,YPR091C,1,0
YBR160W,YHL050C,1,0
YJL106W,YNL116W,1,0
YHR135C,YKL042W,1,0
YPL031C,YNL314W,1,0
YJL164C,YGR159C,1,0
YKL166C,YOL016C,1,0
YGL180W,YDL115C,1,0
YHR135C,YJR072C,1,0
YJL164C,YHL019C,1,0
YPL031C,YLR238W,1,0
YFR014C,YGL105W,1,0
YPL031C,YPL193W,1,0
YOR061W,YGR140W,1,0
YFR014C,YKR071C,1,0
YJR059W,YOR229W,1,0
YHR079C,YBL007C,1,0
YDL028C,YNL116W,1,0
YJR059W,YKR100C,1,0
YPL031C,YMR182C,1,0
YDR247W,YJR049C,1,0
YPL031C,YHR012W,1,0
YJL095W,YNL135C,1,0
YGR092W,YBR038W,1,0
YKL166C,YMR184W,1,0
YPL141C,YDL135C,1,0
YPL153C,YLR176C,1,0
YBR160W,YKR097W,1,0
YHR135C,YLR277C,1,0
YHR079C,YPL150W,1,0
YGL180W,YDR439W,1,0
YGL179C,YGL056C,1,0
YJL187C,YOR101W,1,0
YFR014C,YKL127W,1,0
YHR135C,YMR316W,1,0
YPL150W,YNL186W,1,0
YJL095W,YDL070W,1,0
YFL033C,YPL031C,1,0
YNL307C,YMR115W,1,0
YPL031C,YOL060C,1,0
YJL164C,YPR152C,1,0
YGL180W,YDR330W,1,0
YJL164C,YPL257WA,1,0
YGL059W,YKL166C,1,0
YHR135C,YAL028W,1,0
YIL035C,YMR036C,1,0
YBR160W,YGR221C,1,0
YNL154C,YGL207W,1,0
YHL007C,YBR200W,1,0
YOR351C,YCR073WA,1,0
YNL154C,YOR078W,1,0
YOR061W,YJR093C,1,0
YGL059W,YCR073WA,1,0
YPL204W,YDR099W,1,0
YPL031C,YIL077C,1,0
YHL007C,YML037C,1,0
YBR059C,YHR161C,1,0
YGL059W,YJR059W,1,0
YPL031C,YHL009C,1,0
YPL141C,YBR155W,1,0
YGL180W,YPL133C,1,0
YDL214C,YKR092C,1,0
YJL164C,YLR301W,1,0
YPL141C,YOL125W,1,0
YDL127W,YFR034C,1,0
YDR477W,YJL080C,1,0
YPL031C,YPL279C,1,0
YGL179C,YKR092C,1,0
YHR135C,YHR156C,1,0
YPL256C,YIL149C,1,0
YPL042C,YMR037C,1,0
YJL095W,YGL207W,1,0
YHR135C,YPL257WA,1,0
YNL020C,YGR197C,1,0
YCR073C,YNL284CA,1,0
YKL101W,YOR168W,1,0
YJL164C,YMR067C,1,0
YKL116C,YLR015W,1,0
YGR262C,YGR262C,1,0
YJL057C,YHR185C,1,0
YGR040W,YIL036W,1,0
YNL154C,YNL001W,1,0
YJL187C,YLR350W,1,0
YJL106W,YBR108W,1,0
YPL031C,YML004C,1,0
YHR135C,YDR330W,1,0
YGR040W,YBR162C,1,0
YNL154C,YMR046C,1,0
YGL158W,YOL125W,1,0
YPR119W,YPL209C,1,0
YHR082C,YMR102C,1,0
YGL180W,YNL182C,1,0
YHR079C,YOR391C,1,0
YPL031C,YNL186W,1,0
YPL031C,YML058WA,1,0
YGR092W,YLR007W,1,0
YPL031C,YOL103WA,1,0
YPL031C,YPL190C,1,0
YFL033C,YMR155W,1,0
YPL209C,YHR090C,1,0
YPL031C,YDR113C,1,0
YHR135C,YML045WA,1,0
YBR059C,YLR206W,1,0
YHR082C,YFR048W,1,0
YPL150W,YIL057C,1,0
YGR040W,YMR229C,1,0
YGR092W,YDR293C,1,0
YGL180W,YMR165C,1,0
YHL007C,YGR276C,1,0
YPL031C,YFL028C,1,0
YBR059C,YER131W,1,0
YDL101C,YAR019C,1,0
YPL031C,YER048C,1,0
YPL031C,YER116C,1,0
YHL007C,YLR314C,1,0
YHR082C,YNL027W,1,0
YJL095W,YPL191C,1,0
YNL154C,YMR140W,1,0
YPL031C,YML086C,1,0
YHR135C,YGR108W,1,0
YFR014C,YDR486C,1,0
YOR351C,YDR323C,1,0
YPL209C,YOR198C,1,0
YPL031C,YOR251C,1,0
YLR096W,YDR151C,1,0
YOR233W,YAR019C,1,0
YIL035C,YJR044C,1,0
YJL164C,YEL032W,1,0
YNL154C,YNL073W,1,0
YGL180W,YML062C,1,0
YIL095W,YLR303W,1,0
YJL095W,YLL008W,1,0
YNL154C,YOR362C,1,0
YPL153C,YGR276C,1,0
YHR082C,YPL150W,1,0
YHR135C,YMR049C,1,0
YPL204W,YGR276C,1,0
YPL031C,YBL023C,1,0
YDR490C,YHR205W,1,0
YFR014C,YLL043W,1,0
YHR135C,YJL105W,1,0
YBR160W,YDL189W,1,0
YPL153C,YAR002W,1,0
YJR059W,YMR165C,1,0
YGL179C,YKR071C,1,0
YAL017W,YOL125W,1,0
YJR059W,YIL109C,1,0
YJL164C,YGR008C,1,0
YNL154C,YBR270C,1,0
YLR113W,YLR248W,1,0
YGR052W,YJL105W,1,0
YKL171W,YPL240C,1,0
YJL187C,YGR240C,1,0
YGL180W,YFR024CA,1,0
YMR104C,YMR109W,1,0
YJL095W,YFL023W,1,0
YOR267C,YML096W,1,0
YGL059W,YBR170C,1,0
YOL100W,YOL077C,1,0
YHR135C,YBL061C,1,0
YJL164C,YBL057C,1,0
YKL116C,YMR184W,1,0
YBR160W,YPL255W,1,0
YGL158W,YGR276C,1,0
YGL059W,YGR267C,1,0
YPL209C,YFR046C,1,0
YHR135C,YAR014C,1,0
YPL031C,YHR157W,1,0
YDR477W,YML111W,1,0
YHR079C,YBL103C,1,0
YFR014C,YJL124C,1,0
YJL164C,YJL110C,1,0
YPL031C,YFL030W,1,0
YGL059W,YJR049C,1,0
YGR092W,YNL155W,1,0
YKL067W,YKL067W,1,0
YDR477W,YHR073W,1,0
YGL179C,YPL222W,1,0
YLR096W,YLR345W,1,0
YNL307C,YOR207C,1,0
YDR507C,YLR242C,1,0
YNL307C,YKL101W,1,0
YDR477W,YGL023C,1,0
YPL153C,YPL150W,1,0
YPL031C,YJR154W,1,0
YFR014C,YML062C,1,0
YMR216C,YNL027W,1,0
YGR092W,YMR165C,1,0
YFL033C,YOR380W,1,0
YJL187C,YER079W,1,0
YLR248W,YOR018W,1,0
YBL016W,YDL173W,1,0
YBR160W,YJL157C,1,0
YJL165C,YPR160W,1,0
YGL180W,YDR153C,1,0
YJL165C,YMR165C,1,0
YPL031C,YHR128W,1,0
YGL059W,YLL029W,1,0
YHR079C,YER093CA,1,0
YIL095W,YJL184W,1,0
YER123W,YDR080W,1,0
YDR477W,YPL146C,1,0
YGL158W,YML042W,1,0
YOR061W,YDR005C,1,0
YJL165C,YCR099C,1,0
YJL164C,YJL146W,1,0
YGR092W,YDR226W,1,0
YHR135C,YOR054C,1,0
YOR351C,YPL100W,1,0
YNL154C,YPL217C,1,0
YHR135C,YDR023W,1,0
YGL059W,YPL240C,1,0
YMR216C,YMR173W,1,0
YHR135C,YPR158WA,1,0
YKL166C,YOR068C,1,0
YJL164C,YFR034C,1,0
YNL154C,YDR266C,1,0
YHR135C,YGR027WA,1,0
YBR160W,YPL155C,1,0
YHR135C,YCL014W,1,0
YPL031C,YPR158WA,1,0
YHR135C,YEL017W,1,0
YPL031C,YGL180W,1,0
YHR205W,YFL033C,1,0
YHR079C,YBR197C,1,0
YHR135C,YMR229C,1,0
YFR014C,YGR135W,1,0
YBL016W,YBR083W,1,0
YKL166C,YGL184C,1,0
YPL031C,YBR019C,1,0
YHR082C,YBL067C,1,0
YJL106W,YDL070W,1,0
