Protein	NodeType	ReferencePathway	SigPeptide1	SigPeptide2	SigPeptide3	SigPeptide4	SigPeptide5	SigPeptide6	SigPeptide7	SigPeptide8	SigPeptide9	SigPeptide10	SigPeptide11	InsigPeptide1	InsigPeptide2	InsigPeptide3	InsigPeptide4	InsigPeptide5	InsigPeptide6	InsigPeptide7	InsigPeptide8	InsigPeptide9	InsigPeptide10	InsigPeptide11	InsigPeptide12	InsigPeptide13	InsigPeptide14	InsigPeptide15	InsigPeptide16	InsigPeptide17	InsigPeptide18	InsigPeptide19	InsigPeptide20	ActivitySummaryT05	ActivitySummaryT10	ActivitySummaryT15	ActivitySummaryT20	ActivitySummaryT25	ActivitySummaryT30	ActivitySummaryT35	ActivitySummaryT40	ActivitySummaryT45	ActivitySummaryT50	ActivitySummaryT55	ActivitySummaryT60	FirstActive	HeatMapBg1	HeatMapBg2	HeatMapBg3	HeatMapBg4	HeatMapBg5	HeatMapBg6	HeatMapBg7	HeatMapBg8	HeatMapBg9	HeatMapBg10	HeatMapBg11
YNL054W	SigPrize	false	0, 0.0385766514523, -0.0503530173506, 0.152248330757, 0.0464212112487, -0.0363927103212, 0.23719657363, 0.541613956292, 0.976363635733, 1.3468150942, 1.58952381674, 1.83677246889, 1.88459792099, 1.96210476362	0, 0.217106608083, -0.114800511728, 0.197110514713, -0.349639819727, -0.682024528402, -0.519197199355, -0.829151969069, -0.377500648335, -0.261223517862, -0.528968655728, 0.682753061231, -0.802839147888, -0.19409674706	0, -0.011617061162, -0.125572852005, -0.100097403464, -0.211230778342, -0.578176179812, -0.26144831348, -0.658993455012, -0.658993455012, -0.840603317342, -0.988246760047, -1.07548960343, -1.40782285777, -1.40782285777	0, 0.170950553318, -0.134936369255, -0.134936369255, -0.0952037934953, 0.176960992089, 0.176960992089, 0.48212546408, 1.00374613923, 1.18972969362, 1.46231412717, 1.75860166429, 1.75860166429, 2.04222407376																												0	0	0	0	0		1					1	T30	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL058C	InsigPrize	false												0, -0.0789141023097, -0.208794384857, 0.124592825406, -0.0500094527332, 0.247806018219, -0.151025598031, 0.219214995795, 0.297015288414, 0.0557509641185, -0.132910089609, 0.402722176846, -0.10237232572, -0.164075925746	0, 0.0146409468818, 0.0717626693001, -0.121769045259, -0.121769045259, 0.109427426686, 0.0958569239148, 0.0840642647885, 0.132116159534, 0.114233744427, 0.0387171075729, 0.138028044767, 0.138028044767, 0.292428392887																															T05	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL059C	Excluded	false												0, -0.0949264202983, 0.0918013692177, -0.030869775869, -0.186146996417, 0.0489336451979, -0.0329937509169, -0.196310052611, 0.00934717225925, 0.0493519591353, -0.11819444585, -0.11819444585, -0.0547668768651, 0.0601857650466	0, -0.125966379402, -0.0450592649109, -0.0299857083277, 0.171719239088, -0.210913480455, -0.0444937589254, -0.146770801049, -0.146770801049, -0.089942800258, 0.0343565966466, -0.20924464079, -0.0719973860217, -0.296881576978																															Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL061W	Excluded	false												0, -0.106699925488, 0.0565835283664, 0.0110662014062, -0.109529959781, 0.0600473836699, 0.0586628393786, -0.122931128647, -0.0414319732335, 0.0419438299702, -0.142624068691, -0.313728081055, -0.152355795343, -0.0885308307855																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL065W	Excluded	false	0, -0.012824684418, -0.0934787816042, -0.184588523071, -0.273447760038, -0.382513433587, -0.479190570254, -0.439050321021, -0.503977454373, -0.75122230635, -0.75122230635, -0.791682521406, -0.716528584726, -0.875618923032											0, 0.0494913701651, -0.0659742302771, -0.00932100200857, -0.171043523582, -0.0691642787202, -0.0862469814829, -0.0859253871726, -0.139712537489, -0.0984746524558, -0.187526418778, -0.177457465588, -0.308608771701, -0.0611045089262																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL068C	Excluded	false												0, -0.0267340575554, -0.0223463981829, -0.0823467492051, -0.183785336564, 0.0265876223481, -0.0315036910221, -0.130381235594, -0.04349722223, -0.301870442546, -0.183883661911, -0.341628544094, -0.358361493425, -0.311828595328	0, -0.0995717413778, -0.0995717413778, -0.0448062479894, -0.0748056780144, -0.0026136440861, -0.0744410503207, -0.132230024405, -0.102403301792, -0.153157711387, -0.133590475536, -0.166454088367, -0.131913824202, -0.0397255459833	0, -0.0403930380331, -0.00759410096835, 0.0140695825017, -0.0169498590834, -0.0220533848603, -0.0220533848603, 0.103531209878, 0.0142124448121, 0.0986890440913, 0.203013170774, 0.0532503847023, 0.11703005301, 0.0765590951316	0, -0.0864460996058, 0.0247451901971, -0.0592393761525, -0.033466170324, -0.0665935456079, -0.0116461486352, -0.118961924326, 0.0564448010197, -0.00034628836608, -0.0666539808521, 0.0426443374085, 0.0994972011702, 0.0994972011702																													Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL069C	Excluded	false												0, 0.00561556740691, -0.00649228684922, 0.114500293165, 0.100708588597, 0.0601857650466, -0.0232844409323, 0.000576962631521, 0.0309716424121, 0.118492625869, 0.151858816727, 0.00834345852933, 0.148088082645, -0.170329012618	0, -0.0317248897613, 0.0589398545562, 0.102187793224, 0.0617070847916, -0.0348547976465, 0.188400924603, 0.0760117385696, -0.085098759401, -0.226020548614, 0.088141596869, 0.296662967592, -0.239157391252, -0.444890644189	0, -0.094341029728, 0.0875986179236, -0.307929948846, -0.0867524888526, -0.0867524888526, 0.16568687703, 0.148608770205, -0.199122872845, 0.103262626606, 0.0132121114269, -0.308519434654, 0.0626743627634, -0.309699129354	0, 0.00144197417391, -0.0313267564462, -0.0313267564462, -0.0480691023888, 0.0768326955574, 0.0301241614551, 0.0713508041288, -0.0104831069012, -0.0419814270928, 0.0448836782398, 0.0816123228579, 0.00604663011841, 0.209515751093																													Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL074C	SigPrize	false	0, 0.184216808092, 0.195851508576, 0.198871279518, 0.283921772308, 0.690729962157, 1.17587585098, 1.856667047, 2.16369193743, 2.46385783024, 2.63021906473, 2.86605733829, 2.95657711859, 3.06664032388	0, -0.0548717767087, 0.0557509641185, -0.122161536308, -0.279616456102, -0.365332391696, -0.496529137088, -0.682927522463, -0.642301622042, -0.795533711702, -0.750445436926, -0.811675042033, -0.696938221789, -0.753044734957	0, -0.112178422329, -0.0585781340259, -0.265309886769, -0.458465336628, -0.640321412358, -0.640321412358, -1.21554627147, -1.56204789893, -1.39403164116, -1.37973265983, -1.37973265983, -1.73927575485, -1.73927575485	0, -0.0174462577261, 0.0342157153379, -0.025661591093, 0.00201836053431, 0.0478175480214, 0.0652965671278, -0.0229912370494, -0.0476664336303, -0.287923727311, -0.423603634774, -0.519507374086, -0.477723242066, -0.623776306727	0, 0.46278526255, 0.133563525741, 0.223669671388, 0.479954831691, 0.479954831691, -0.387524824301, -0.389129885604, 0.0901759497902, -0.0549167361195, 0.309059742502, -0.244599630771, 0.151339301042, -0.0436013058081							0, -0.0295438776292, 0.0601857650466, -0.0798134288653, -0.144648098918, -0.0705271118471, 0.0106366361087, -0.129402495075, -0.0647816645033, -0.158735323682, -0.0730441639306, -0.0530446133569, -0.255201675431, -0.119745486718	0, -0.0776955712104, -0.000288567865926, -0.0570164018129, 0.0546401305383, -0.143133793016, -0.0336581349051, -0.178551003754, -0.212333513554, -0.240145363572, -0.210696422101, -0.225649372248, -0.355589921669, -0.305431774991	0, -0.258200827492, -0.107663379774, -0.00194895414545, -0.14219412883, -0.199056625799, -0.243062122589, -0.029838416393, 0.110630508096, -0.0163077142754, -0.135807911207, -0.172538645528, 0.0270124650626, 0.0221902396341	0, 0.0, 0.0282862430791, -0.0958357871446, -0.13504726354, -0.00570992996198, -0.0622789742382, 0.0287105859541, -0.176870234999, -0.293907129501, -0.237166469227, -0.225683111608, -0.398398557165, -0.395909693627	0, -0.118288400873, -0.164755000854, -0.0524310858099, -0.0524310858099, 0.081475981598, 0.081475981598, 0.0415233621844, -0.120623582132, -0.021848310938, 0.161565256397, 0.0209110655817, -0.149904697459, -0.0824536737755	0, -0.0883467626915, -0.00547820196761, -0.0130575955212, -0.0165411884097, -0.0165411884097, -0.0558312148194, 0.00187428553135, 0.00187428553135, 0.0140695825017, -0.0937250856303, 0.000865357443253, 0.0706641007788, 0.000432743603971															0	0											T15	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL076W	Excluded	false	0, 0.692605738408, 0.616075341571, 0.693765712218, 0.585443318936, 0.690908712626, 0.435308552263, 0.480471945227, 0.17197537669, 0.565304708027, 0.802482761083, 0.423847054598, 0.312432836809, 0.616169466187	0, -0.495674532232, -0.282280810741, -0.447977128682, -0.392307504284, -0.511711233235, -0.669280990774, -0.361138399917, -0.492748295778, -0.46247530685, -0.635337927302, -0.580482681657, -0.564648771397, -0.564648771397	0, -0.0925862818438, 0.150429698194, 0.226015216403, 0.311619363407, -0.114722404507, 0.463936279506, -0.221993330913, -1.06787833957, -0.0152575479909, -0.0168768736865, 0.207518076983, -0.340513795287, 0.0772429989325	0, -0.0548567905497, 0.185739709403, 0.0901759497902, 0.187261004842, -0.0369402479495, -0.249410644687, -0.282298355692, -0.0872121947613, -0.184572127039, -0.416731255325, -1.01126805722, -0.398531670796, -0.398531670796								0, 0.0596321598821, 0.0574156124272, 0.0328061450832, 0.039138393907, 0.0169241442578, -0.0719822209095, -0.0729379344461, -0.156257295051, -0.139172243923, -0.212784875556, -0.202671531991, -0.237030438108, -0.177245382524	0, -0.0800421606198, 0.102187793224, 0.0568609430468, 0.0507454635814, 0.0666747627245, -0.0199161886014, -0.0396662282997, -0.083553929556, -0.0393696764598, -0.0113262186804, -0.252707135957, -0.145461698253, -0.191145454769	0, -0.131502867518, -0.153157711387, -0.210946876946, -0.0665784371924, -0.0687102869482, -0.164399254981, -0.231227069849, -0.19213404222, -0.165418215965, -0.150128807914, -0.276397754252, -0.312885547629, -0.0939406361528	0, 0.0312540254705, -0.0695427143592, 0.00129784159565, -0.108534149918, -0.107958760739, -0.0907722090067, -0.156852277215, -0.24106580846, -0.226104920199, -0.149152581165, 0.314058408858, -0.103983963993, -0.151682530164	0, -0.027983825304, -0.00163116717933, -0.00163116717933, 0.0103501881696, -0.00562302760225, -0.0602017242274, -0.0912639355874, 0.0120680233091, 0.0322419311375, -0.0254560036719, 0.0268708647247, -0.0751248028608, -0.086139775414	0, 0.0, -0.0608938086278, -0.0615711691235, -0.258425152581, -0.33064662353, -0.00707208412255, 0.0847446208685, 0.0727232310216, -0.0419220165861, 0.0427843980892, -0.145653200089, 0.24622564852, 0.0930192331335	0, 0.0308304301533, 0.0132121114269, 0.0557509641185, 0.106214296091, 0.106214296091, 0.0765590951316, 0.0817486512342, 0.0775164697021, 0.0485152099339, 0.113700499165, 0.0354831521287, 0.118891252178, 0.101381142355																										Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL077W	Excluded	false												0, -0.1631709892, -0.148592749166, -0.142639994851, 0.0127831846983, -0.0498601023282, -0.0251183164963, -0.0290138593413, -0.0290138593413, 0.034638317999, 0.00748257633121, -0.148608741351, -0.0208819263215, -0.0208819263215																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL078W	Excluded	false												0, -0.0159721613887, 0.0740943535739, -0.0922786512819, -0.140284833661, 0.00432160595009, 0.0618453070711, 0.156008221107, 0.148999162588, 0.00604663011841, 0.069427210456, 0.0911243336612, 0.162210036314, 0.157302466319																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL079C	Excluded	false												0, 0.040682058803, 0.0149265442381, -0.152387863428, 0.20251175621, 0.12512206057, 0.0388575500204, 0.0585243118408, 0.135140816395, 0.171719239088, 0.0510240030245, -0.174556264618, 0.139862368016, 0.0117818594599	0, -0.0303098035268, -0.04366078551, -0.0971623324484, -0.0132177437193, 0.0448836782398, 0.0267292504875, -0.0152721284002, -0.0172564380766, 0.0666747627245, -0.0261316152398, -0.0469508554442, 0.0863761675969, -0.097455570991																															Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL082W	Excluded	false												0, 0.0416635317294, 0.0261626544897, 0.0567222423745, 0.0680516429978, 0.0556121566867, -0.0405710880831, 0.113433802604, 0.127104965139, 0.0482361856528, 0.0702519218204, 0.0784732093787, 0.0688771408503, 0.042504263129																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL084C	Excluded	false	0, 0.550703696248, 0.520145626881, 0.594453003669, 0.529071299829, 0.492622328574, 0.492109552653, 0.598651047885, 0.494978753197, 0.391877677278, 0.473007567916, 0.426533138117, 0.500394166416, 0.500394166416																																											Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL088W	Excluded	false	0, 0.0147837526271, 0.380618638177, -0.100808898342, 0.382279900067, 0.382279900067, 0.382279900067, 0.559736524433, 0.492212122418, 0.623773238111, 0.812210684502, 0.996461060176, 0.678702946163, 0.88166461932	0, -0.127131850012, 0.0219060767336, -0.210078819318, -0.328996554553, -0.191656140369, -0.505287432368, -0.138790982018, 0.0490730966543, -0.0078406745962, -0.0985055449524, 0.267595721852, -0.0980113443684, 0.0230423926659																																										Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL091W	Excluded	false	0, 0.194213156311, -0.0370290574197, 0.124328135002, 0.0497701518164, 0.0194884295914, -0.224957889192, 0.000432743603971, 0.298658315565, 0.168385305415, 0.168385305415, -0.822477608248, -0.822477608248, -0.822477608248											0, 0.113433802604, 0.0230423926659, 0.245008800404, 0.245008800404, 0.245008800404, 0.245008800404, -0.0400370038416, 0.153805336079, 0.0162110331559, -0.0410163093682, -0.0253238557984, 0.184724620502, 0.0337929888493																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL095C	Excluded	false	0, -0.132910089609, -0.680335826315, -0.329794154455, 0.0506061736908, -0.0939868297407, -0.429187367108, -0.993752251352, -0.963419302605, -0.637782622513, -0.661638343459, -0.661638343459, -0.673025537771, -0.673025537771											0, -0.0586232090901, -0.203501917446, -0.0731504012376, -0.166324563635, -0.295836280546, -0.26151748841, -0.301052578113, -0.284229604134, -0.307162192205, -0.260100064877, -0.410409071578, -0.306448366608, -0.0113989238041	0, -0.178844931438, -0.103286399531, -0.242345179135, -0.239821642946, -0.239821642946, 0.00992040959306, -0.423526234895, -0.0469061435901, -0.237421562152, -0.237421562152, -0.0229326034228, -0.422752464407, -0.422752464407																															Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YNL096C	Excluded	false												0, 0.111699072197, 0.203639694014, 0.0835197488202, 0.200880954286, 0.200127654274, 0.12512206057, 0.19206788448, -0.0114280068796, 0.194969550093, 0.0905824763624, 0.335254565241, 0.13408948092, 0.247198388576																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
