Protein	NodeType	ReferencePathway	SigPeptide1	SigPeptide2	SigPeptide3	SigPeptide4	SigPeptide5	SigPeptide6	SigPeptide7	SigPeptide8	SigPeptide9	SigPeptide10	SigPeptide11	InsigPeptide1	InsigPeptide2	InsigPeptide3	InsigPeptide4	InsigPeptide5	InsigPeptide6	InsigPeptide7	InsigPeptide8	InsigPeptide9	InsigPeptide10	InsigPeptide11	InsigPeptide12	InsigPeptide13	InsigPeptide14	InsigPeptide15	InsigPeptide16	InsigPeptide17	InsigPeptide18	InsigPeptide19	InsigPeptide20	ActivitySummaryT05	ActivitySummaryT10	ActivitySummaryT15	ActivitySummaryT20	ActivitySummaryT25	ActivitySummaryT30	ActivitySummaryT35	ActivitySummaryT40	ActivitySummaryT45	ActivitySummaryT50	ActivitySummaryT55	ActivitySummaryT60	FirstActive	HeatMapBg1	HeatMapBg2	HeatMapBg3	HeatMapBg4	HeatMapBg5	HeatMapBg6	HeatMapBg7	HeatMapBg8	HeatMapBg9	HeatMapBg10	HeatMapBg11
YER033C	Excluded	false	0, 0.0, -0.0667295284677, -0.364905011834, -0.226003674889, -0.571257281156, -0.823447435832, -0.700075483626, -0.941087844568, -1.11309873231, -1.27487836484, -1.50491888082, -1.7062763901, -1.7062763901	0, 0.272620454663, 0.31092173523, 0.31092173523, 0.22823379956, 0.22823379956, 0.308127844179, 0.383275739764, 0.484189701148, 0.614756951756, 0.614756951756, 0.392427338214, 0.293958979029, 0.237563718318	0, -0.0308845149187, 0.039138393907, 0.0194884295914, -0.0302803373182, -0.0610593562717, -0.000837005878891, -0.0870436189194, -0.282245721478, -0.159863108932, -0.390982645838, -0.239549092431, -0.222700229113, -0.216752902622									0, -0.0747752888532, 0.103262626606, 0.044184257544, -0.0151554892522, -0.0118643233798, 0.0457225357346, 0.034638317999, 0.120351940365, 0.0388575500204, 0.20163386117, -0.117317827235, 0.0311128408502, -0.072816538898	0, 0.177216200836, 0.275245489785, 0.191057239926, 0.16117825008, -0.0614657810453, 0.0957219222733, -0.00271481940747, -0.119682786063, 0.0908534304511, 0.0454429707612, 0.0366088286051, -0.00241131472696, 0.143132155556	0, -0.0607433272524, -0.00597066845356, 0.0708014676002, -0.0983047555474, -0.0115588879749, 0.0775164697021, -0.15665928314, -0.18765786115, -0.00298947390871, -0.122711203228, -0.0992008010698, -0.00171782941, -0.160959516584	0, 0.0150693217176, 0.035764653601, 0.095046724507, -0.127888334686, -0.0627158783532, -0.08526710813, 0.0965317426936, 0.29994795406, -0.154297198588, 0.119555384695, -0.0455952119743, -0.0455952119743, 0.187007566977	0, 0.0, 0.0311128408502, 0.310572794597, 0.096126889305, -0.0510702854238, 0.125783331627, -0.0197406693586, 0.0120680233091, -0.0179574348001, 0.258096757817, 0.122341407526, 0.1492593655, 0.229587922741	0, 0.0, -0.0251917200284, 0.0116387562469, 0.0116387562469, 0.00619028907207, 0.0517201164473, -0.00485561735039, 0.104336659815, 0.101381142355, 0.156267163052, 0.102993993323, -0.0143538502828, 0.0802483300921	0, 0.0, 0.0, 0.0448836782398, 0.157173094033, 0.0315363532681, 0.0904469802327, 0.209765265974, 0.248291937739, 0.248291937739, 0.108892401632, 0.147827668377, 0.0802483300921, 0.221815227874	0, 0.0443241688122, 0.0443241688122, 0.03365205249, 0.112766845428, 0.112766845428, 0.0637790297706, 0.117562069257, 0.0865120465743, 0.0865120465743, 0.0916659875218, 0.0487941802608, 0.0972062459744, 0.0568609430468													0	0	0	0	0	0	0	0	0	0	0	0	Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER038C	Excluded	false												0, 0.108223341174, 0.103262626606, 0.0170667241898, 0.189286906584, 0.0462815032119, -0.0182788388327, 0.102322191197, -0.124503000238, -0.0369402479495, -0.0383174094626, 0.0322419311375, 0.0900404154728, -0.197930891195																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER040W	SigPrize	true	0, -0.0690432002781, -0.0142809960956, -0.111601578161, -0.436822340862, -0.351148049315, -0.620911414115, -0.530468230608, -0.714230865369, -1.37800676833, -1.40904833675, -1.23568781907, -1.4647831101, -1.50185127379	0, -0.331899033956, -0.430781140336, -0.619359199076, -0.724396920663, -0.724396920663, -1.15283689148, -1.45063640251, -1.58242558928, -2.22424988418, -2.28250891175, -1.91316189608, -1.91316189608, -1.91316189608	0, -0.056746273546, -0.011209898103, -0.191755003626, -0.126974298954, -0.16674556154, -0.268486540731, -0.371982355757, -0.457197172573, -0.411118695927, -0.5381152635, -0.550443907575, -0.524251007463, -0.353579247967	0, -0.0724372436348, -0.096606885979, -0.188233062374, -0.0891445607649, -0.127541563304, -0.236078579239, -0.192068115311, -0.334716390342, -0.433506292338, -0.380972072502, -0.349437616137, -0.36410633676, -0.291503726988																												0	0	0	0	0	0	0	0	0	0	0	-1	T60	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER041W	Excluded	false												0, -0.0780914809387, 0.0850166734887, 0.00863030514344, 0.104605043229, -0.0395179447601, -0.227725812206, 0.0378741656611, -0.0145432883891, -0.0284546067579, -0.0675608134465, -0.0675608134465, -0.14219412883, -0.14219412883																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER042W	Excluded	false												0, -0.0197845471674, 0.0143552929771, 0.0511632525821, 0.0701145026613, 0.0571383043935, -0.0508759901062, 0.115299644026, -0.0416843990213, 0.0687395906723, 0.0263043243519, -0.087411446155, 0.153416242255, 0.0658480033661																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER043C	Excluded	false												0, -0.0299709784576, 0.0309716424121, 0.0542233473372, -0.0255881636509, -0.0128392402604, -0.00773913917506, -0.1039374492, 0.0984195577655, -0.0108755286752, -0.0883927775133, -0.0137274244714, 0.0786098346964, 0.0836558970806																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER047C	Excluded	false	0, -0.008362969669, -0.00575338310493, -0.169695991782, -0.141780233729, -0.204814901405, -0.322433126537, -0.327601814897, -0.1790409165, -0.359767791369, -0.367117606396, -0.350025923478, -0.308590903849, -0.310879789482											0, 0.0935601761623, 0.127633279726, 0.00949050294745, 0.112633416985, -0.0210283066298, 0.0183493098789, -0.0207062895543, -0.107554570451, -0.32171170686, -0.147985177435, 0.0775164697021, -0.321297053837, -0.1956490088																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER048C	SigPrize	false	0, -0.213654563415, 0.697862762254, 0.632361289597, 0.565694651956, 0.965839683088, 0.690193577825, 0.933874741715, 0.933874741715, 0.818441575764, 0.861637817224, 0.861637817224, 0.762816525981, 1.05734629042																															0	0	0	0	0	0	0	0	0	0	0	1	T60	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER052C	Excluded	false												0, -0.000245279006257, -0.0569413611096, -0.0569413611096, -0.0273955644406, -0.0273955644406, -0.176739771767, -0.176739771767, -0.0818733213419, -0.18959802846, -0.0609389561013, -0.0792341373377, -0.136442090759, -0.222548721766																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER054C	Excluded	false	0, 0.118359725953, 0.127104965139, 0.333881659468, 0.133168933486, 0.227741075839, 0.0464212112487, 0.0539454249628, -0.293588802123, 0.150689643247, 0.0451633516032, 0.192825403552, 0.0576928671683, 0.18738770708																																											Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER056C	Excluded	false												0, 0.0865120465743, -0.205563338196, -0.111554817119, -0.202688135017, -0.160491829061, -0.248467723526, -0.161604851706, -0.110869162579, 0.0606008295541, 0.133563525741, -0.0186880020952, -0.217272735326, -0.0124608360791																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER059W	Excluded	false												0, 0.02062665059, -0.0624597461008, 0.0482361856528, -0.0643743046626, -0.0257643957909, -0.0386730194861, -0.0160596894004, -0.0722855534465, -0.0622337848115, 0.0795658498103, -0.0369402479495, 0.0103501881696, -0.0321378848377	0, 0.0352015957186, 0.176960992089, 0.000865357443253, 0.182438055725, 0.111432005362, 0.111432005362, 0.143393418693, -0.0988763065189, -0.0988763065189, -0.0325509981746, 0.132774233276, 0.197110514713, 0.0962618530584																															Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER063W	Excluded	false	0, -0.0538980000282, -0.0773910991798, 0.345964030343, 0.0568609430468, 0.117960952732, 0.132379425053, 0.208891775026, 0.000144262291095, 0.0159256899903, 0.238297727512, 0.13789693239, 0.166458371723, 0.0870554345434											0, -0.0473086001713, -0.199106310798, -0.119228287793, -0.0235483753851, -0.0796762072174, -0.00105355197312, -0.137219340818, -0.395795802644, -0.0437648808895, -0.00271481940747, 0.165429620424, -0.0789293404632, 0.0241778143012																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER068W	Excluded	false	0, -0.249513546106, -0.415499235574, -0.304291191838, -0.366540889285, -0.429459350122, -0.295393586676, -0.183424867614, -0.254254962987, -0.065611827552, -0.153478602653, -0.134540387807, 0.207143204942, -0.407956843842											0, 0.113967146433, 0.0392787953514, 0.0862402758207, 0.0150693217176, 0.0532503847023, 0.128689328847, 0.109427426686, 0.138683427979, 0.0457225357346, 0.0994972011702, 0.116364756692, 0.0179219079973, 0.174278571036	0, 0.2167342196, 0.212133507534, 0.236706901995, 0.106348319505, -0.0310024327382, 0.302991615613, 0.303459301828, 0.0899048684213, 0.31417445109, -0.153606979148, -0.153606979148, 0.137110007802, 0.0621217119078	0, 0.0504668703507, -0.0471148107658, 0.0167815502334, -0.0361264157827, 0.024461530141, -0.0413577387594, -0.0413577387594, -0.184686903176, -0.0893594279537, -0.0544072781533, -0.000519463723802, -0.25695904278, -0.140237133641	0, -0.033643367492, 0.0384361816561, -0.0496211738345, 0.0546401305383, 0.0862402758207, -0.0363039400135, 0.0984195577655, 0.00201836053431, 0.17440641853, 0.17440641853, 0.17440641853, 0.0659858294986, 0.104470857763																													Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER070W	Excluded	false												0, 0.0120680233091, 0.0114956388378, 0.0132121114269, 0.0139267060429, -0.0140478874168, 0.0284277045727, 0.0217639742917, -0.00241131472696, 0.0150693217176, 0.0163536835778, 0.00216242115062, -0.00568096192711, 0.00805655487106																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER074W	Excluded	false												0, 0.191562650701, -0.0437351385861, 0.10808949184, 0.288417627312, -0.0840279093315, 0.0137838154331, 0.181038924432, 0.129217063664, 0.129217063664, -0.0821940135643, -0.0821940135643, -0.00134233066858, 0.253505262187																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER075C	Excluded	true	0, -3.19667375586, -3.12444009248, -3.2108967825, -2.80037476434, -2.66960222705, -2.88907555787, -2.05691134592, -2.26312674127, -2.26312674127, -2.07054226167, -2.01071564025, -2.14146193366, -1.76571942315	0, -0.0879480290346, -0.152868970259, 0.107821755913, 0.208142647338, 0.227001674589, 0.659102535945, 1.24275492208, 1.35021433797, 1.85463404313, 2.26876373841, 2.44466706684, 3.05880135362, 2.8941386882										0, -0.143627760253, -0.111024964545, 0.0913951860117, 0.111699072197, -0.0488300057089, -0.173774916019, -0.217457237124, -0.0760521850921, 0.343123519402, -0.108534149918, 0.19206788448, 0.126840735278, 0.19949960366	0, -0.137679543282, -0.0838444148164, -0.0838444148164, 0.0104934192485, -0.0317396375498, -0.0654457567221, -0.0437500096612, 0.168128529577, 0.0313951962755, 0.00891709473605, -0.00697060277772, -0.0046384998629, 0.042504263129	0, 0.243547226578, 0.203514411131, 0.123666196454, 0.151339301042, 0.140647793155, -0.103270901929, -0.104108010771, -0.104108010771, 0.0988237683797, -0.0277190782319, -0.118319720574, -0.0535985086181, -0.198443984791	0, 0.0010095332332, 0.254956787461, -0.0351356400944, -0.0124462840541, 0.234746551744, 0.269511969905, -0.143500268645, 0.0576928671683, -0.0745321986049, -0.0745321986049, 0.373509015518, 0.373509015518, -0.295977971279	0, -0.151490226379, -0.0193165859929, -0.0193165859929, 0.131721171156, -0.0636805489976, -0.161620988783, -0.161620988783, 0.0335111023613, 0.132247798298, -0.130223329302, -0.130223329302, 0.163241085164, -0.0215407547014																												Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER079W	Excluded	false												0, 0.0453031679566, -0.00010099218763, 0.0913951860117, 0.126179948823, 0.075601084824, 0.136978811964, 0.136978811964, 0.126708602197, 0.200378797984, 0.297954390183, 0.266036893995, 0.215367972203, 0.231923873294																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER083C	Excluded	false												0, 0.00389002743337, 0.00389002743337, -0.0175338752193, -0.00972763224968, 0.104605043229, -0.242055088996, -0.0049424734952, -0.0549616969315, -0.0725282654039, 0.0585243118408, -0.0289696999387, -0.145828765773, -0.178436714714																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
YER087C-B	Excluded	false												0, 0.184978459693, 0.0882773096805, -0.0905724929473, 0.147046143417, 0.0851526805631, 0.189539944389, 0.189539944389, 0.189539944389, 0.191057239926, 0.190930859563, 0.266036893995, 0.196732928222, 0.183200646725																																Not active	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0	0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
